x,y,z,scaled x, scaled y, scaled z, distance
970749.227755,618361.182070,981826.563380,242687.306939,154590.295517,24545.664085,41428.660927
1022122.542969,584414.910933,962261.123122,255530.635742,146103.727733,24056.528078,41869.710745
1005523.534134,583403.878252,964740.000000,251380.883533,145850.969563,24118.500000,38702.340156
984019.584871,553516.540152,971238.009135,246004.896218,138379.135038,24280.950228,64657.654069
1016599.498123,623118.617082,1004987.800563,254149.874531,155779.654271,25124.695014,19724.409671
999078.105460,626695.747300,996828.000000,249769.526365,156673.936825,24920.700000,20916.945099
1001714.026941,612774.700015,999228.402603,250428.506735,153193.675004,24980.710065,10074.482428
999897.957450,615720.658064,1010604.961943,249974.489362,153930.164516,25265.124049,20400.761269
1008255.944389,608731.682817,997070.664791,252063.986097,152182.920704,24926.766620,3320.619103
1006163.650145,639506.298716,999889.707830,251540.912536,159876.574679,24997.242696,31616.457730
1034983.641134,610853.097784,1014654.790824,258745.910284,152713.274446,25366.369771,33212.373903
1030679.186770,635705.509410,1017894.486170,257669.796693,158926.377353,25447.362154,42112.764745
1013616.513367,617570.618806,972632.735654,253404.128342,154392.654702,24315.818391,23483.874558
981957.504983,608053.758989,1001259.409339,245489.376246,152013.439747,25031.485233,28198.906970
995919.647016,612738.442369,996879.409295,248979.911754,153184.610592,24921.985232,14196.578444
991150.156839,633765.157430,986054.412734,247787.539210,158441.289357,24651.360318,31914.946607
992085.735778,609056.269875,978789.000000,248021.433945,152264.067469,24469.725000,22797.793921
1005200.127244,633679.187755,992775.000000,251300.031811,158419.796939,24819.375000,25403.325396
1036777.032824,631509.516214,1018687.311318,259194.258206,157877.379053,25467.182783,43611.439292
1006255.953684,614149.000393,977409.984180,251563.988421,153537.250098,24435.249605,17618.166993
984196.699585,612268.647572,990552.347158,246049.174896,153067.161893,24763.808679,25456.044259
987513.615965,615815.549471,972361.962593,246878.403991,153953.887368,24309.049065,31366.055008
987805.959242,558335.686533,969592.526646,246951.489811,139583.921633,24239.813166,59782.320489
997482.308693,611203.434254,997954.897293,249370.577173,152800.858563,24948.872432,12644.196327
991095.319160,556201.096769,962009.253496,247773.829790,139050.274192,24050.231337,63947.392855
987009.306320,591716.686517,987308.104494,246752.326580,147929.171629,24682.702612,28629.515082
983216.851503,615992.642919,968625.000000,245804.212876,153998.160730,24215.625000,36956.068828
1015712.119288,583915.374857,971444.176290,253928.029822,145978.843714,24286.104407,34001.690785
988004.836396,593449.935978,980922.740117,247001.209099,148362.483995,24523.068503,29080.203968
1006293.694444,609802.151244,992139.919759,251573.423611,152450.537811,24803.497994,3564.543682
1004099.874101,612567.015773,1001682.900112,251024.968525,153141.753943,25042.072503,10110.059349
1026704.269392,606714.855439,963220.402892,256676.067348,151678.713860,24080.510072,35371.327322
1007235.698613,616388.687955,985455.936136,251808.924653,154097.171989,24636.398403,11626.500599
988865.936689,641748.464991,996024.322223,247216.484172,160437.116248,24900.608056,38920.395740
1018469.041214,615644.832943,1009790.442897,254617.260304,153911.208236,25244.761072,19725.929637
995419.189381,584352.760903,991851.000000,248854.797345,146088.190226,24796.275000,27958.135060
1008932.488982,636574.671177,1015164.920362,252233.122246,159143.667794,25379.123009,35142.769948
1014499.692648,598621.262904,975525.204508,253624.923162,149655.315726,24388.130113,21567.111345
985101.213466,552169.277527,970932.695143,246275.303366,138042.319382,24273.317379,65510.075061
1006824.098617,604485.550169,993173.704150,251706.024654,151121.387542,24829.342604,4797.949117
1002289.601287,589679.539527,958399.025634,250572.400322,147419.884882,23959.975641,40800.122186
1020725.476219,615382.201191,1011340.206184,255181.369055,153845.550298,25283.505155,22006.128253
1000968.872137,616906.471390,1010826.744635,250242.218034,154226.617847,25270.668616,20572.216873
989177.566495,571421.358909,969767.797312,247294.391624,142855.339727,24244.194933,48622.623694
1014026.435093,625358.435093,1010677.078618,253506.608773,156339.608773,25266.926965,24211.347132
985020.539850,554380.141900,971724.363500,246255.134962,138595.035475,24293.109087,63364.552341
980667.432459,605587.298658,1008903.000000,245166.858115,151396.824665,25222.575000,32359.259840
977322.095785,575647.264283,937316.380430,244330.523946,143911.816071,23432.909511,72803.011442
1006681.218413,594840.260259,985698.000000,251670.304603,148710.065065,24642.450000,16210.799553
990241.333776,618836.907778,972433.333776,247560.333444,154709.226944,24310.833344,30376.420552
1026786.792337,613639.782572,972378.370520,256696.698084,153409.945643,24309.459263,28249.256828
1020899.044252,588582.955748,962877.528147,255224.761063,147145.738937,24071.938204,38728.972022
1008602.687613,648172.769393,1007389.464031,252150.671903,162043.192348,25184.736601,41807.650872
1019329.050579,593103.499985,969788.139329,254832.262645,148275.874996,24244.703483,30400.300528
988866.993049,586331.645938,977590.636795,247216.748262,146582.911485,24439.765920,34262.055017
996294.501475,555930.128313,966800.775342,249073.625369,138982.532078,24170.019384,60616.754918
1009389.792903,611094.471551,995687.849800,252347.448226,152773.617888,24892.196245,3078.989769
1006572.099342,629597.905980,979232.994678,251643.024836,157399.476495,24480.824867,25723.174667
986631.908366,621051.605784,995085.385197,246657.977091,155262.901446,24877.134630,25769.597818
1003796.454538,614933.142704,990686.259159,250949.113634,153733.285676,24767.156479,8888.775298
986649.249544,584421.717119,1001632.318471,246662.312386,146105.429280,25040.807962,33946.462991
983936.485722,586377.860719,989898.000000,245984.121431,146594.465180,24747.450000,33865.064393
1001151.344452,614483.191857,1000610.655548,250287.836113,153620.797964,25015.266389,12001.640892
1011082.266708,606647.113913,995135.246947,252770.566677,151661.778478,24878.381174,3016.759729
1006901.760344,608543.208142,992210.068941,251725.440086,152135.802035,24805.251724,2815.891376
1012740.819597,599106.172704,977207.086754,253185.204899,149776.543176,24430.177169,19522.085661
1006325.756056,603099.758253,992482.201676,251581.439014,150774.939563,24812.055042,6357.436580
1024986.560821,611118.560821,964673.763779,256246.640205,152779.640205,24116.844094,33309.367268
976165.610234,613323.343953,976216.665702,244041.402559,153330.835988,24405.416643,37727.282842
982924.396544,588041.044304,969440.801060,245731.099136,147010.261076,24236.020026,41342.053474
967372.509420,589355.356521,949894.642178,241843.127355,147338.839130,23747.366054,63658.409135
1004129.516865,615739.244362,991553.662931,251032.379216,153934.811090,24788.841573,9033.037621
1008264.453361,643910.150374,1020895.827983,252066.113340,160977.537593,25522.395700,44459.315986
969479.047955,572963.609139,954466.813988,242369.761989,143240.902285,23861.670350,66328.123122
1008599.543926,602489.887889,989146.500118,252149.885981,150622.471972,24728.662503,7759.472929
997810.339310,632516.487013,1007608.721018,249452.584828,158129.121753,25190.218025,29814.404849
1001657.597445,593211.111608,988540.140175,250414.399361,148302.777902,24713.503504,17947.356707
988587.138379,615354.471983,978502.554329,247146.784595,153838.617996,24462.563858,26561.224160
978157.476499,587906.951665,986932.985221,244539.369125,146976.737916,24673.324631,37929.047031
1010812.306611,606745.580062,997573.700315,252703.076653,151686.395015,24939.342508,4453.166248
1014849.375980,618251.182846,1017782.057121,253712.343995,154562.795712,25444.551428,26391.290487
988787.676684,617496.076962,995502.157150,247196.919171,154374.019241,24887.553929,22291.608192
1016159.994825,597795.217259,974216.517802,254039.998706,149448.804315,24355.412945,23506.239866
975511.391963,589766.902695,965715.836136,243877.847991,147441.725674,24142.895903,47761.125229
1013225.159322,599152.428720,976180.745297,253306.289830,149788.107180,24404.518632,20474.560986
1007917.873591,651600.042107,1008346.045712,251979.468398,162900.010527,25208.651143,45374.013033
1001435.295892,585034.489673,954828.000000,250358.823973,146258.622418,23870.700000,46268.265691
1009485.603872,607951.678669,993494.290830,252371.400968,151987.919667,24837.357271,828.050749
980850.740825,608036.819533,999647.059752,245212.685206,152009.204883,24991.176494,28904.272659
997231.056175,627072.232847,1010347.111702,249307.764044,156768.058212,25258.677793,27467.009164
992604.844928,609938.734830,995846.373015,248151.211232,152484.683708,24896.159325,16732.153301
964911.027251,584422.116793,955607.587249,241227.756813,146105.529198,23890.189681,63313.566194
1023417.675784,634949.304076,1015931.189969,255854.418946,158737.326019,25398.279749,37188.194699
1001062.900990,623249.630773,983495.270217,250265.725248,155812.407693,24587.381755,19692.523385
997712.799587,615511.723604,986465.267368,249428.199897,153877.930901,24661.631684,15290.718175
979758.876226,618933.741960,988384.471096,244939.719056,154733.435490,24709.611777,31648.629610
1024062.309650,611585.501365,1025519.746708,256015.577412,152896.375341,25637.993668,35096.377905
991714.996043,609096.843349,978984.623684,247928.749011,152274.210837,24474.615592,22950.264831
987717.673370,639884.402852,997871.257537,246929.418342,159971.100713,24946.781438,38131.480818
993610.973595,614344.668839,979462.703737,248402.743399,153586.167210,24486.567593,21971.413112
991749.163949,620764.890700,1014465.313303,247937.290987,155191.222675,25361.632833,29578.095367
964285.482885,562410.611419,983927.977752,241071.370721,140602.652855,24598.199444,65177.077230
1008982.070639,606862.180570,995295.486457,252245.517660,151715.545143,24882.387161,2258.326742
1040027.669133,622377.156940,1036210.388284,260006.917283,155594.289235,25905.259707,54163.276275
1039243.134313,637147.762646,1018936.627004,259810.783578,159286.940662,25473.415675,48442.109890
970761.225440,592736.256363,943233.960732,242690.306360,148184.064091,23580.849018,65514.432468
1024607.816234,610050.225618,965788.088378,256151.954059,152512.556404,24144.702209,32087.566390
1008943.732379,612442.612384,979986.000000,252235.933095,153110.653096,24499.650000,14414.129291
993274.701239,620253.335837,985641.375821,248318.675310,155063.333959,24641.034396,21353.982625
1006064.658012,591993.116721,973364.276436,251516.164503,147998.279180,24334.106911,26584.072793
1014130.908753,618203.236818,1004735.784300,253532.727188,154550.809205,25118.394608,15312.424359
997284.672955,619046.584261,983718.672955,249321.168239,154761.646065,24592.966824,18797.515199
991177.996251,616353.077540,991364.922460,247794.499063,154088.269385,24784.123062,19745.635756
1003492.116259,615419.295701,989827.558976,250873.029065,153854.823925,24745.688974,9745.625134
1005593.802503,646494.289210,1001595.000000,251398.450626,161623.572302,25039.875000,38824.785235
1001889.896668,613466.411142,999805.744009,250472.474167,153366.602786,24995.143600,10566.481804
1014148.246595,614983.941192,1004323.067314,253537.061649,153745.985298,25108.076683,13208.411927
991331.950714,604633.144162,1003235.975357,247832.987678,151158.286041,25080.899384,20530.227052
1009294.196408,608295.007831,993976.764436,252323.549102,152073.751958,24849.419111,354.644786
1022314.659100,615692.303650,1012865.636008,255578.664775,153923.075912,25321.640900,24154.082882
984177.254750,589294.440166,972212.689778,246044.313688,147323.610042,24305.317244,38303.756974
1001778.393141,619965.252164,985547.129809,250444.598285,154991.313041,24638.678245,15904.067085
996433.109159,585862.140938,992337.752527,249108.277290,146465.535235,24808.443813,26117.275113
964958.098026,576657.148852,950239.258041,241239.524507,144164.287213,23755.981451,69858.015311
971264.285087,617700.119317,984623.054551,242816.071272,154425.029829,24615.576364,40062.158653
990862.888935,630606.860263,986406.847134,247715.722234,157651.715066,24660.171178,29575.310359
1039690.958409,619091.144970,1039714.216580,259922.739602,154772.786243,25992.855415,56055.676598
1001083.544249,618714.744969,1002418.058999,250270.886062,154678.686242,25060.451475,15502.333120
1022975.128047,610823.579897,982538.779344,255743.782012,152705.894974,24563.469484,18004.198303
1003539.744539,612534.104433,991855.364398,250884.936135,153133.526108,24796.384110,7152.573805
1038722.661437,637082.373776,1014029.383956,259680.665359,159270.593444,25350.734599,45716.931977
1009942.008741,638703.139964,1019147.894599,252485.502185,159675.784991,25478.697365,39300.665278
1003767.547955,620123.312950,996284.582032,250941.886989,155030.828238,24907.114551,12940.526376
987557.550480,590412.185571,986115.250438,246889.387620,147603.046393,24652.881261,29300.786841
1007145.058805,609466.140290,997047.288811,251786.264701,152366.535072,24926.182220,3854.032320
992885.022736,575357.956031,968135.466933,248221.255684,143839.489008,24203.386673,45097.092719
1010515.931152,607459.937021,993021.200675,252628.982788,151864.984255,24825.530017,1970.203994
1006412.714799,636128.299705,995705.319557,251603.178700,159032.074926,24892.632989,27714.078326
1005437.866963,597870.538534,993027.000000,251359.466741,149467.634634,24825.675000,11402.653020
1018883.386258,619580.122433,981488.414522,254720.846564,154895.030608,24537.210363,19189.576089
1011895.766638,607009.227944,995091.538694,252973.941660,151752.306986,24877.288467,3387.833394
995969.363828,612808.659140,997666.170495,248992.340957,153202.164785,24941.654262,14357.960571
1006349.032830,592122.662136,971589.546770,251587.258207,148030.665534,24289.738669,27869.502046
992769.016868,583981.720321,976416.000000,248192.254217,145995.430080,24410.400000,34359.403674
993535.777463,557980.322873,966752.270055,248383.944366,139495.080718,24168.806751,59530.217891
997628.180429,634931.821899,979824.168532,249407.045107,158732.955475,24495.604213,31991.668584
1013909.242352,616104.378824,1003743.801644,253477.310588,154026.094706,25093.595041,13263.095504
1006781.768424,589048.655351,965516.628976,251695.442106,147262.163838,24137.915724,34538.375336
1005620.245105,651487.295248,1002848.924786,251405.061276,162871.823812,25071.223120,43946.775982
1004217.244379,596567.577585,991757.532988,251054.311095,149141.894396,24793.938325,13194.050126
1014171.764960,619707.638176,1006359.638176,253542.941240,154926.909544,25158.990954,17432.504677
1041981.357774,634262.936221,1035300.000000,260495.339443,158565.734055,25882.500000,58739.283086
990803.058613,618284.309976,978422.393150,247700.764653,154571.077494,24460.559829,25879.765493
982663.275396,597745.451233,978282.747147,245665.818849,149436.362808,24457.068679,32616.814759
1031575.114015,618646.306227,1021113.520245,257893.778504,154661.576557,25527.838006,36666.479036
982319.593458,572705.442736,939815.630211,245579.898365,143176.360684,23495.390755,70235.844617
1008158.324026,609116.781564,993177.346377,252039.581006,152279.195391,24829.433659,1329.651124
1001521.260676,591406.143061,957667.363547,250380.315169,147851.535765,23941.684089,40815.060630
979713.449076,608014.192194,999640.289226,244928.362269,152003.548048,24991.007231,30018.475582
1003320.813252,609768.826053,1003131.559337,250830.203313,152442.206513,25078.288983,11005.416373
997263.749807,619221.899730,989507.877970,249315.937452,154805.474932,24737.696949,16534.708827
959565.783812,576657.089218,955934.303615,239891.445953,144164.272304,23898.357590,70152.491388
1027774.768613,616577.329432,969480.428870,256943.692153,154144.332358,24237.010722,31701.693685
1005147.148988,628685.273674,991038.633994,251286.787247,157171.318419,24775.965850,20668.258747
1005586.652815,646514.413560,1001469.000000,251396.663204,161628.603390,25036.725000,38820.251446
992313.643849,619786.826945,984915.463083,248078.410962,154946.706736,24622.886577,22120.330030
999793.768255,610258.710468,996646.133331,249948.442064,152564.677617,24916.153333,9911.577562
999907.983986,616934.243806,1009994.875336,249976.995997,154233.560952,25249.871883,20364.106797
999756.921653,610865.235911,997998.486788,249939.230413,152716.308978,24949.962170,10517.005331
986924.537923,605556.395333,1006431.141824,246731.134481,151389.098833,25160.778546,25722.353822
1031487.655538,618553.021499,1020859.782346,257871.913885,154638.255375,25521.494559,36399.170145
1003515.093848,621448.495315,997821.203705,250878.773462,155362.123829,24945.530093,14569.284354
1004775.265120,590104.594695,964875.389191,251193.816280,147526.148674,24121.884730,34685.553463
1004253.440107,587296.007915,981898.044770,251063.360027,146824.001979,24547.451119,24941.765548
979079.317851,582984.015237,997227.936112,244769.829463,145746.003809,24930.698403,39665.237585
1024134.631638,615720.000000,978398.521500,256033.657910,153930.000000,24459.963037,22675.976344
1007270.857933,651584.246909,1008463.888561,251817.714483,162896.061727,25211.597214,45419.191516
998869.237443,619464.104976,1013524.350077,249717.309361,154866.026244,25338.108752,24692.775918
964199.677949,600854.223074,956285.521442,241049.919487,150213.555768,23907.138036,59124.258210
978353.049953,581463.677962,997776.277879,244588.262488,145365.919490,24944.406947,41252.557705
1015037.989350,609035.996450,987579.902062,253759.497337,152258.999112,24689.497552,8621.356157
1017758.227396,601215.168599,965389.509041,254439.556849,150303.792150,24134.737726,30662.896089
982320.367724,616935.325515,988435.820594,245580.091931,154233.831379,24710.895515,28630.616408
1006264.930609,595069.691273,982798.579225,251566.232652,148767.422818,24569.964481,17737.525869
1029000.943594,616747.660251,1019526.204048,257250.235899,154186.915063,25488.155101,33425.475336
1004276.834204,610155.000000,1000360.528937,251069.208551,152538.750000,25009.013223,8264.478637
1008230.054427,609685.879339,991993.373554,252057.513607,152421.469835,24799.834339,2364.808254
971004.915176,617407.750312,984613.775000,242751.228794,154351.937578,24615.344375,40244.865419
1018862.954192,620349.745262,981305.146379,254715.738548,155087.436316,24532.628659,19745.727240
1005550.708449,607948.528054,994850.234356,251387.677112,151987.132014,24871.255859,3803.465249
1006424.938177,593688.388529,985568.559254,251606.234544,148422.097132,24639.213981,17300.826997
998477.027518,587399.615799,1011150.650802,249619.256879,146849.903950,25278.766270,29368.989006
988268.901082,636863.889175,996641.903464,247067.225271,159215.972294,24916.047587,35250.101961
984775.897788,596050.607550,977796.381774,246193.974447,149012.651888,24444.909544,31803.238921
983492.624232,584998.059883,990121.311137,245873.156058,146249.514971,24753.032778,35085.193895
1005902.743140,639847.391924,1000374.091121,251475.685785,159961.847981,25009.352278,32069.998916
1027243.594712,614705.215765,971394.612188,256810.898678,153676.303941,24284.865305,29486.387836
1005542.505489,584907.963678,980239.471409,251385.626372,146226.990920,24505.986785,27587.851830
990455.225192,573502.792266,970867.030348,247613.806298,143375.698066,24271.675759,45961.083331
1028574.342605,616882.675451,1018996.891735,257143.585651,154220.668863,25474.922293,32800.433780
1001758.016040,622344.009098,982583.954301,250439.504010,155586.002275,24564.598858,19263.348219
991243.709324,585777.707795,976310.572669,247810.927331,146444.426949,24407.764317,33931.841587
989066.134638,603676.855400,1009154.993620,247266.533660,150919.213850,25228.874841,25724.814350
1007332.621835,609180.484380,997167.410262,251833.155459,152295.121095,24929.185257,3807.736037
1010255.456625,606664.979063,996057.709123,252563.864156,151666.244766,24901.442728,3117.028948
999704.120723,624292.770667,1007609.533108,249926.030181,156073.192667,25190.238328,22889.990368
1008963.467351,616647.351273,972236.102775,252240.866838,154161.837818,24305.902569,23088.243562
1020730.484490,593232.534494,963417.000000,255182.621122,148308.133623,24085.425000,36030.728217
1007672.185142,609211.368038,993385.965766,251918.046286,152302.842010,24834.649144,1685.459569
999369.000000,624092.547601,1007424.520410,249842.250000,156023.136900,25185.613010,22784.244296
1005226.448203,594697.606306,991248.030536,251306.612051,148674.401577,24781.200763,14699.436918
984140.042739,611574.759330,990989.887957,246035.010685,152893.689833,24774.747199,25367.879988
991417.574792,626890.172839,986142.757108,247854.393698,156722.543210,24653.568928,26627.694699
1016376.324437,609758.194391,985800.902125,254094.081109,152439.548598,24645.022553,10887.861372
984750.747365,620907.892778,988707.550031,246187.686841,155226.973194,24717.688751,27823.469304
1042886.274836,631183.594770,1036451.985701,260721.568709,157795.898693,25911.299643,58811.333218
1006426.519970,636100.086067,995889.700076,251606.629992,159025.021517,24897.242502,27697.463472
991402.095554,587163.439787,998342.776194,247850.523888,146790.859947,24958.569405,28206.106916
983434.806692,615512.323838,969654.088703,245858.701673,153878.080959,24241.352218,36009.810956
1006480.779918,632816.684492,992893.931424,251620.194980,158204.171123,24822.348286,24373.350905
1015915.333695,625238.427830,1018433.467923,253978.833424,156309.606957,25460.836698,30411.139430
982023.577835,577864.231520,987385.268496,245505.894459,144466.057880,24684.631712,41526.214112
988742.483274,569308.386970,960046.861420,247185.620818,142327.096743,24001.171536,55737.393165
983224.907191,586806.174166,980040.033633,245806.226798,146701.543541,24501.000841,36607.141023
1006266.860538,638932.781065,999717.467257,251566.715135,159733.195266,24992.936681,31013.584097
996500.996710,632006.585066,979146.836449,249125.249177,158001.646266,24478.670911,30410.946894
992924.406037,619698.381778,985002.569930,248231.101509,154924.595444,24625.064248,21577.093650
998999.687893,589224.863461,981557.351135,249749.921973,147306.215865,24538.933778,25121.769629
1000998.846475,616625.835761,1001652.560723,250249.711619,154156.458940,25041.314018,13833.630511
999421.892080,619565.096459,991546.508751,249855.473020,154891.274115,24788.662719,14845.946350
1044884.343750,636139.134443,1023091.563102,261221.085937,159034.783611,25577.289078,53728.165429
1018295.044011,601945.187594,969202.211405,254573.761003,150486.296898,24230.055285,27143.002228
1016120.015368,616400.332742,1019031.484636,254030.003842,154100.083185,25475.787116,27232.073443
1006336.224952,595230.857640,979232.082592,251584.056238,148807.714410,24480.802065,20040.843425
1004463.427109,583328.348963,965809.057398,251115.856777,145832.087241,24145.226435,38070.642685
1006518.740327,591473.106156,967112.017257,251629.685082,147868.276539,24177.800431,31894.908044
1002195.841248,589120.112943,982353.271695,250548.960312,147280.028236,24558.831792,23694.094709
1000075.735731,617552.828210,1010154.021897,250018.933933,154388.207053,25253.850547,20674.899451
1000558.826480,609334.039428,996963.134091,250139.706620,152333.509857,24924.078352,9173.054314
1014891.257628,618624.281358,983021.197458,253722.814407,154656.070340,24575.529936,15840.298245
1007504.233237,580666.416375,968574.712318,251876.058309,145166.604094,24214.367808,37737.002380
1006329.285755,606705.445156,996644.012572,251582.321439,151676.361289,24916.100314,4396.932503
1003396.107350,591809.202875,994203.719453,250849.026837,147952.300719,24855.092986,17769.454979
969547.624946,620320.365404,990127.616034,242386.906237,155080.091351,24753.190401,41484.217785
992774.185012,622259.248408,977743.122651,248193.546253,155564.812102,24443.578066,26747.025434
986393.647344,588056.152728,989649.461226,246598.411836,147014.038182,24741.236531,30969.524605
1014051.156738,577926.982743,979555.165367,253512.789185,144481.745686,24488.879134,34214.271746
1001934.126675,622247.163343,988150.904437,250483.531669,155561.790836,24703.772611,16464.177436
995172.602169,588707.322850,999729.345196,248793.150542,147176.830713,24993.233630,25025.630304
1005190.445600,638891.277200,998623.517518,251297.611400,159722.819300,24965.587938,30905.606695
1006992.000000,608154.972019,993619.654755,251748.000000,152038.743005,24840.491369,2238.667064
1028736.914721,617304.284365,1020606.097234,257184.228680,154326.071091,25515.152431,34245.912227
1001723.281806,594668.097236,989444.826200,250430.820452,148667.024309,24736.120655,16417.278091
1013736.113584,610653.451492,995341.182687,253434.028396,152663.362873,24883.529567,5212.508106
1010707.358189,616585.749619,976918.358189,252676.839547,154146.437405,24422.958955,18805.520454
1021476.580164,605962.329182,1036207.821312,255369.145041,151490.582296,25905.195533,44160.687927
990400.763847,569526.652141,960404.424317,247600.190962,142381.663035,24010.110608,54776.707982
988344.814959,570318.271653,968715.305936,247086.203740,142579.567913,24217.882648,50331.664917
988657.046460,619111.060299,987645.969850,247164.261615,154777.765075,24691.149246,23870.329160
999508.916999,592464.724350,994211.561099,249877.229250,148116.181088,24855.289027,18818.669669
1001527.329216,620741.149124,987615.819908,250381.832304,155185.287281,24690.395498,15644.042340
1008502.826365,607761.000000,993129.086760,252125.706591,151940.250000,24828.227169,1315.495214
1007895.850395,608767.210250,993657.000000,251973.962599,152191.802562,24841.425000,1300.839667
996586.061811,618959.912884,987607.843486,249146.515453,154739.978221,24690.196087,17456.357495
964230.072249,608836.346083,998385.873583,241057.518062,152209.086521,24959.646840,45163.819352
1014397.378710,616800.703127,1019508.389975,253599.344678,154200.175782,25487.709749,27408.313215
991868.245681,617610.112224,994816.684161,247967.061420,154402.528056,24870.417104,19522.420452
1022748.815019,617809.268288,980816.327930,255687.203755,154452.317072,24520.408198,20968.734071
1006105.724269,615362.019834,987104.932919,251526.431067,153840.504958,24677.623323,10042.003503
1016268.692134,586674.795156,972536.130923,254067.173034,146668.698789,24313.403273,31420.081673
996246.207673,604496.912540,982672.851225,249061.551918,151124.228135,24566.821281,17592.806638
995658.217441,585384.698502,992051.128027,248914.554360,146346.174625,24801.278201,26932.629511
992363.401149,558285.656915,966466.857489,248090.850287,139571.414229,24161.671437,59721.149798
1000288.718983,622024.018714,991930.981286,250072.179746,155506.004678,24798.274532,16202.547680
973625.731781,590300.005821,987582.233295,243406.432945,147575.001455,24689.555832,40475.224847
999103.762981,625868.042696,1007688.157858,249775.940745,156467.010674,25192.203946,24284.256211
996750.631840,617139.177009,1012942.961770,249187.657960,154284.794252,25323.574044,24296.096213
1019489.636783,631098.268239,1011889.508347,254872.409196,157774.567060,25297.237709,30602.464543
996742.184635,604521.880967,999809.097931,249185.546159,151130.470242,24995.227448,14362.595986
1014081.394252,617707.598563,971299.324028,253520.348563,154426.899641,24282.483101,24834.618653
1009677.690328,607922.464887,993566.153901,252419.422582,151980.616222,24839.153848,913.094889
1001607.255427,593251.453533,987093.417045,250401.813857,148312.863383,24677.335426,18416.540241
1041772.005395,623043.915906,1036818.990864,260443.001349,155760.978977,25920.474772,55812.707343
986362.184111,630947.857260,993529.133673,246590.546028,157736.964315,24838.228342,31923.641162
997832.426360,611190.681384,998279.631990,249458.106590,152797.670346,24956.990800,12429.866816
1009598.180343,608162.197725,998502.753253,252399.545086,152040.549431,24962.568831,4664.464048
